Hits,eCount,FireRate1,ShotSpeed1,Health1,FireRate2,ShotSpeed2,Health2,FireRate3,ShotSpeed3,Health3,FireRate4,ShotSpeed4,Health4,FireRate5,ShotSpeed5,Health5,FireRate6,ShotSpeed6,Health6
14,4,64.0,0.3098555,24,66.0,0.3594774,23,78.0,0.2687291,28,68.0,0.2280387,20,0,0,0,0,0,0
9,3,20.0,0.2026965,24,34.0,0.07029821,20,66.0,0.4008529,8,0,0,0,0,0,0,0,0,0
7,3,43.0,0.262001,19,38.0,0.4320952,1,119.0,0.1039525,20,0,0,0,0,0,0,0,0,0
6,3,46.0,0.3939973,5,25.0,0.1320721,15,50.0,0.3779574,14,0,0,0,0,0,0,0,0,0
3,2,75.0,0.1159633,2,28.0,0.4576997,13,0,0,0,0,0,0,0,0,0,0,0,0
0,1,29.0,0.1902004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,4,33.0,0.3538026,22,104.0,0.324051,22,117.0,0.40418,26,31.0,0.3906886,13,0,0,0,0,0,0
10,4,72.0,0.2590487,10,37.0,0.1505071,6,100.0,0.3014645,6,62.0,0.3176474,16,0,0,0,0,0,0
3,1,31.0,0.3340847,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,27.0,0.2787492,9,99.0,0.2848656,22,0,0,0,0,0,0,0,0,0,0,0,0
1,2,35.0,0.08491458,2,79.0,0.4526685,16,0,0,0,0,0,0,0,0,0,0,0,0
14,4,35.0,0.1158556,13,52.0,0.504082,10,90.0,0.3381893,29,23.0,0.07090785,18,0,0,0,0,0,0
10,5,105.0,0.1010821,19,103.0,0.3751216,14,106.0,0.4197562,6,46.0,0.01414622,24,59.0,0.07728375,30,0,0,0
21,4,10.0,0.3851343,28,39.0,0.3070509,23,39.0,0.1835213,20,36.0,0.3503898,4,0,0,0,0,0,0
15,5,11.0,0.3777895,27,52.0,0.3596166,26,11.0,0.1684358,14,25.0,0.3473571,17,40.0,0.2456933,14,0,0,0
8,3,59.0,0.2295492,20,99.0,0.4773095,26,13.0,0.2298325,6,0,0,0,0,0,0,0,0,0
17,6,107.0,0.1709864,21,75.0,0.124539,5,100.0,0.4581477,8,37.0,0.174457,26,97.0,0.1616986,15,21.0,0.03246607,3
2,1,52.0,0.06468894,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,5,87.0,0.04297556,16,88.0,0.2241237,27,83.0,0.128792,28,81.0,0.1405793,3,103.0,0.01403398,17,0,0,0
9,4,112.0,0.0211543,25,54.0,0.405795,5,40.0,0.1585139,2,17.0,0.2357176,12,0,0,0,0,0,0
11,6,20.0,0.3560676,1,78.0,0.5021142,6,69.0,0.09805192,10,113.0,0.3413977,4,112.0,0.4265484,22,72.0,0.4313728,20
1,1,46.0,0.2255208,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,92.0,0.3694901,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,80.0,0.125574,11,111.0,0.3223697,23,95.0,0.4613609,21,0,0,0,0,0,0,0,0,0
2,2,73.0,0.4361336,8,84.0,0.06145717,20,0,0,0,0,0,0,0,0,0,0,0,0
3,3,20.0,0.2524265,6,53.0,0.0445583,1,14.0,0.4339839,3,0,0,0,0,0,0,0,0,0
22,6,41.0,0.4494939,19,38.0,0.2719807,15,42.0,0.03494717,17,108.0,0.436168,20,71.0,0.5068356,13,105.0,0.1369967,27
8,3,16.0,0.2751448,18,91.0,0.3916294,24,103.0,0.06205674,26,0,0,0,0,0,0,0,0,0
3,2,98.0,0.110129,22,49.0,0.08174224,26,0,0,0,0,0,0,0,0,0,0,0,0
1,1,99.0,0.1469507,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,6,48.0,0.3437913,18,10.0,0.3513738,7,43.0,0.3227942,1,98.0,0.459946,23,58.0,0.2325427,16,67.0,0.1298063,5
10,2,106.0,0.1052454,26,30.0,0.4596908,17,0,0,0,0,0,0,0,0,0,0,0,0
17,4,94.0,0.06154074,5,66.0,0.2824912,24,99.0,0.3770964,17,14.0,0.3498017,11,0,0,0,0,0,0
4,3,76.0,0.231416,20,114.0,0.2480398,5,78.0,0.4072627,26,0,0,0,0,0,0,0,0,0
21,6,41.0,0.4778321,28,65.0,0.365232,18,75.0,0.3124183,24,107.0,0.3339779,28,15.0,0.3079739,17,89.0,0.3571997,10
8,4,23.0,0.2073038,5,62.0,0.4996116,8,83.0,0.377389,9,104.0,0.4814845,24,0,0,0,0,0,0
1,1,72.0,0.1729864,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,58.0,0.4382851,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,37.0,0.2115983,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,31.0,0.2768556,4,95.0,0.5006127,11,101.0,0.3620736,23,0,0,0,0,0,0,0,0,0
6,2,27.0,0.4982454,14,98.0,0.05726279,15,0,0,0,0,0,0,0,0,0,0,0,0
1,1,98.0,0.4752842,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,34.0,0.2319458,25,66.0,0.1283675,15,28.0,0.2284529,3,0,0,0,0,0,0,0,0,0
7,3,43.0,0.1625734,26,89.0,0.3297977,5,23.0,0.353582,15,0,0,0,0,0,0,0,0,0
0,1,68.0,0.4455692,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,31.0,0.3417548,24,78.0,0.1994972,16,0,0,0,0,0,0,0,0,0,0,0,0
7,4,78.0,0.1642984,4,29.0,0.3078612,13,78.0,0.2469632,28,76.0,0.3539759,19,0,0,0,0,0,0
9,6,105.0,0.1350716,13,64.0,0.4448337,3,111.0,0.3529428,5,82.0,0.4298017,20,21.0,0.1271497,13,68.0,0.2203714,29
16,5,34.0,0.2970918,18,96.0,0.07040234,30,86.0,0.1801853,29,9.0,0.3981463,27,11.0,0.1643626,24,0,0,0
2,3,5.0,0.3151865,27,79.0,0.06830366,11,119.0,0.1169653,20,0,0,0,0,0,0,0,0,0
15,6,105.0,0.4463286,5,78.0,0.1353187,7,70.0,0.2019139,22,35.0,0.4116604,23,57.0,0.09122004,2,64.0,0.4624198,10
9,5,99.0,0.3450777,19,22.0,0.4223214,7,106.0,0.01150406,9,100.0,0.4971323,15,99.0,0.06089814,24,0,0,0
8,4,35.0,0.461593,21,99.0,0.3063257,10,5.0,0.0744064,4,110.0,0.1722615,10,0,0,0,0,0,0
0,1,88.0,0.1928718,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,44.0,0.07406355,15,63.0,0.2025679,28,90.0,0.08539154,4,0,0,0,0,0,0,0,0,0
4,2,36.0,0.03636123,2,20.0,0.4168667,21,0,0,0,0,0,0,0,0,0,0,0,0
3,3,84.0,0.3018156,16,67.0,0.02579631,12,84.0,0.05856223,22,0,0,0,0,0,0,0,0,0
19,5,100.0,0.2333089,25,66.0,0.4434425,14,80.0,0.4716561,25,62.0,0.2845898,5,34.0,0.09236844,27,0,0,0
20,5,106.0,0.3645518,16,87.0,0.1219574,16,20.0,0.501709,23,27.0,0.2647668,24,69.0,0.2434648,6,0,0,0
17,4,25.0,0.1930659,30,78.0,0.4938035,25,76.0,0.3749813,20,11.0,0.03243751,11,0,0,0,0,0,0
21,5,27.0,0.119264,8,52.0,0.3935164,14,36.0,0.3367885,22,53.0,0.4529979,29,71.0,0.2702479,19,0,0,0
7,3,116.0,0.09704824,16,77.0,0.1947273,23,88.0,0.03721996,11,0,0,0,0,0,0,0,0,0
4,2,21.0,0.0509695,28,82.0,0.1561625,18,0,0,0,0,0,0,0,0,0,0,0,0
2,1,71.0,0.345704,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,102.0,0.2942048,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,118.0,0.3956147,2,43.0,0.2561727,27,0,0,0,0,0,0,0,0,0,0,0,0
14,5,66.0,0.1138288,9,106.0,0.2100508,22,43.0,0.3918755,7,92.0,0.4207817,16,109.0,0.1180514,5,0,0,0
7,3,8.0,0.2480982,22,109.0,0.04873957,5,27.0,0.4475363,9,0,0,0,0,0,0,0,0,0
17,6,103.0,0.4971954,1,109.0,0.07163568,14,96.0,0.2342796,17,116.0,0.1840855,24,14.0,0.2913019,19,97.0,0.134839,20
1,1,56.0,0.08210941,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,49.0,0.5039025,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,102.0,0.2345406,14,85.0,0.04389252,11,0,0,0,0,0,0,0,0,0,0,0,0
14,4,66.0,0.2949435,26,62.0,0.2161506,18,78.0,0.2722785,29,68.0,0.3313473,10,0,0,0,0,0,0
4,3,14.0,0.4204643,11,115.0,0.1176259,7,116.0,0.2173896,3,0,0,0,0,0,0,0,0,0
22,6,105.0,0.4598253,27,94.0,0.2144919,11,12.0,0.01690693,5,61.0,0.1335663,26,89.0,0.2457832,6,18.0,0.2917102,22
0,1,88.0,0.2168391,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,99.0,0.1646806,8,17.0,0.06090058,9,0,0,0,0,0,0,0,0,0,0,0,0
10,5,84.0,0.3330579,26,64.0,0.2599335,6,107.0,0.1173542,22,96.0,0.08629681,24,95.0,0.466633,2,0,0,0
2,1,45.0,0.3633289,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,7.0,0.228422,21,80.0,0.2366581,13,85.0,0.2728709,7,0,0,0,0,0,0,0,0,0
5,2,51.0,0.1629224,24,99.0,0.2958166,19,0,0,0,0,0,0,0,0,0,0,0,0
2,1,50.0,0.2906478,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,15.0,0.4457435,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,103.0,0.1253102,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,6,47.0,0.3515041,10,80.0,0.1368482,22,40.0,0.1027911,8,116.0,0.3735153,18,17.0,0.1361155,13,17.0,0.3755439,19
10,2,103.0,0.338825,12,15.0,0.3920069,22,0,0,0,0,0,0,0,0,0,0,0,0
8,2,112.0,0.2399261,29,21.0,0.308894,6,0,0,0,0,0,0,0,0,0,0,0,0
7,3,97.0,0.08839329,19,44.0,0.05879243,25,89.0,0.362715,23,0,0,0,0,0,0,0,0,0
16,5,10.0,0.4649247,29,75.0,0.03708591,11,118.0,0.1672111,5,48.0,0.4685919,2,29.0,0.1079688,28,0,0,0
2,1,25.0,0.1681922,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,5,37.0,0.1312361,28,24.0,0.4529989,4,48.0,0.3890572,10,87.0,0.3149658,3,112.0,0.2100641,25,0,0,0
10,4,99.0,0.02906437,23,48.0,0.3693914,10,28.0,0.2548478,5,103.0,0.1167688,28,0,0,0,0,0,0
11,3,120.0,0.2172323,5,52.0,0.306183,28,40.0,0.3567199,22,0,0,0,0,0,0,0,0,0
18,6,54.0,0.3568482,12,26.0,0.4418262,27,95.0,0.4967464,6,8.0,0.1113415,19,55.0,0.05216087,6,71.0,0.42484,15
5,4,78.0,0.2281439,5,42.0,0.2835941,28,109.0,0.07839443,6,6.0,0.3933879,27,0,0,0,0,0,0
5,3,44.0,0.1859639,2,84.0,0.3148528,23,49.0,0.05482908,26,0,0,0,0,0,0,0,0,0
7,3,22.0,0.344693,20,22.0,0.2929544,6,109.0,0.2235753,17,0,0,0,0,0,0,0,0,0
11,4,61.0,0.3002527,28,20.0,0.07090636,5,24.0,0.4113129,11,17.0,0.2556812,14,0,0,0,0,0,0
13,4,73.0,0.1601109,30,118.0,0.3193905,29,61.0,0.4125682,24,76.0,0.02364798,2,0,0,0,0,0,0
14,5,36.0,0.2093474,17,111.0,0.1174548,20,38.0,0.1309359,18,106.0,0.2213561,26,82.0,0.2017492,10,0,0,0
0,1,115.0,0.1779409,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,5,61.0,0.275501,6,21.0,0.3222639,21,107.0,0.2797132,25,89.0,0.466611,22,58.0,0.07524003,21,0,0,0
18,5,12.0,0.1412351,21,74.0,0.1916817,5,115.0,0.4688157,7,44.0,0.3100787,26,29.0,0.3409833,22,0,0,0
12,3,14.0,0.4599053,26,46.0,0.2045348,18,101.0,0.3940606,19,0,0,0,0,0,0,0,0,0
12,5,60.0,0.1139964,21,49.0,0.209005,13,42.0,0.2588753,12,29.0,0.1834748,12,99.0,0.04428579,1,0,0,0
11,5,119.0,0.3641661,17,116.0,0.05335344,27,74.0,0.0879748,27,50.0,0.3772008,27,7.0,0.3661994,25,0,0,0
6,4,51.0,0.4558596,17,17.0,0.1472867,8,72.0,0.07848491,2,89.0,0.3184228,14,0,0,0,0,0,0
18,5,41.0,0.4741265,26,29.0,0.1433047,14,119.0,0.3819588,7,98.0,0.3536833,14,61.0,0.09081741,10,0,0,0
24,6,43.0,0.4133611,1,108.0,0.3201742,18,108.0,0.1877497,15,22.0,0.4074611,24,62.0,0.4897193,27,16.0,0.1472563,16
8,4,74.0,0.2263866,15,117.0,0.1198153,16,16.0,0.2330995,12,45.0,0.09456696,21,0,0,0,0,0,0
1,1,99.0,0.1050412,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,5,21.0,0.4107223,8,112.0,0.1856524,21,110.0,0.1878391,5,107.0,0.4688386,26,94.0,0.480951,25,0,0,0
0,1,97.0,0.4160432,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,33.0,0.4801858,17,73.0,0.4705648,13,0,0,0,0,0,0,0,0,0,0,0,0
8,4,44.0,0.2680992,27,14.0,0.3121781,1,18.0,0.075332,28,89.0,0.2906075,26,0,0,0,0,0,0
37,5,8.0,0.4842017,27,39.0,0.4298775,13,107.0,0.2044216,26,90.0,0.3193869,30,31.0,0.4312091,29,0,0,0
18,4,75.0,0.3747994,26,74.0,0.1673199,25,90.0,0.2576151,17,32.0,0.1734037,18,0,0,0,0,0,0
10,5,66.0,0.1908658,10,50.0,0.4407284,5,69.0,0.3730205,3,27.0,0.1277919,4,20.0,0.3470859,6,0,0,0
0,1,92.0,0.1641997,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,4,73.0,0.3194321,8,81.0,0.01808335,7,54.0,0.03210844,28,65.0,0.01019664,21,0,0,0,0,0,0
4,2,60.0,0.4874263,21,53.0,0.3682486,19,0,0,0,0,0,0,0,0,0,0,0,0
23,6,81.0,0.295783,7,93.0,0.04281874,22,47.0,0.1818843,19,73.0,0.02732862,17,22.0,0.4070256,12,31.0,0.2743094,7
5,4,87.0,0.1836818,13,76.0,0.1127503,10,29.0,0.2272475,8,36.0,0.2409234,1,0,0,0,0,0,0
14,4,11.0,0.3669944,19,109.0,0.08299948,11,98.0,0.4720404,20,42.0,0.4992666,19,0,0,0,0,0,0
14,5,112.0,0.2746284,9,35.0,0.3383743,20,17.0,0.3954404,7,56.0,0.3720484,10,15.0,0.3897178,12,0,0,0
9,4,87.0,0.2864048,5,115.0,0.431908,15,43.0,0.3106109,21,65.0,0.1312486,11,0,0,0,0,0,0
13,4,29.0,0.4956862,14,76.0,0.4978603,8,42.0,0.4643675,24,48.0,0.1685229,11,0,0,0,0,0,0
7,4,89.0,0.3347283,21,79.0,0.2679643,23,83.0,0.2217301,27,102.0,0.3915184,2,0,0,0,0,0,0
3,2,60.0,0.2683521,8,51.0,0.1675579,23,0,0,0,0,0,0,0,0,0,0,0,0
8,4,120.0,0.4520586,23,104.0,0.3443504,9,102.0,0.2678923,27,97.0,0.1536271,30,0,0,0,0,0,0
8,3,58.0,0.4271694,25,82.0,0.3880141,20,47.0,0.08208986,20,0,0,0,0,0,0,0,0,0
2,3,89.0,0.08331628,5,72.0,0.1777647,8,116.0,0.1085248,18,0,0,0,0,0,0,0,0,0
1,1,104.0,0.3021626,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,56.0,0.3152731,29,77.0,0.2733869,27,0,0,0,0,0,0,0,0,0,0,0,0
8,2,13.0,0.336776,30,79.0,0.3055207,16,0,0,0,0,0,0,0,0,0,0,0,0
3,2,111.0,0.06372018,13,55.0,0.1736626,15,0,0,0,0,0,0,0,0,0,0,0,0
8,4,80.0,0.09270598,17,54.0,0.1138484,26,109.0,0.01767923,18,117.0,0.2929057,16,0,0,0,0,0,0
7,4,27.0,0.5027641,10,117.0,0.2189307,5,100.0,0.2198925,16,66.0,0.3997771,24,0,0,0,0,0,0
3,1,54.0,0.3993309,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,50.0,0.02657576,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,5,32.0,0.2019471,7,7.0,0.08807094,18,101.0,0.458404,11,75.0,0.5023719,12,31.0,0.4153164,26,0,0,0
24,5,6.0,0.3480868,11,31.0,0.3829168,22,103.0,0.47548,17,29.0,0.1182731,28,36.0,0.4261987,12,0,0,0
15,5,94.0,0.2356499,26,80.0,0.1328487,13,18.0,0.3128968,8,98.0,0.03488095,26,71.0,0.3432905,25,0,0,0
18,5,9.0,0.2102623,3,10.0,0.4125491,22,105.0,0.3231968,20,47.0,0.3974719,14,70.0,0.4686315,10,0,0,0
7,3,11.0,0.305703,26,109.0,0.5045848,7,103.0,0.07744505,15,0,0,0,0,0,0,0,0,0
9,2,51.0,0.4251767,14,21.0,0.3563667,23,0,0,0,0,0,0,0,0,0,0,0,0
0,1,119.0,0.06025089,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,77.0,0.4864163,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,5,88.0,0.3227564,5,98.0,0.09898932,19,50.0,0.464919,30,106.0,0.2429247,29,83.0,0.3827883,17,0,0,0
18,5,52.0,0.4825004,7,33.0,0.2325122,15,72.0,0.3848564,27,103.0,0.2115349,28,66.0,0.2368029,3,0,0,0
11,5,96.0,0.1003869,10,9.0,0.0400755,23,46.0,0.2216113,27,73.0,0.4745835,22,82.0,0.1950371,19,0,0,0
11,5,107.0,0.4446554,2,56.0,0.3812118,15,26.0,0.3836871,17,113.0,0.4623416,1,43.0,0.1237586,21,0,0,0
5,2,20.0,0.2121025,23,99.0,0.3416594,23,0,0,0,0,0,0,0,0,0,0,0,0
15,4,20.0,0.3378648,5,36.0,0.1440627,25,36.0,0.420871,21,45.0,0.3293471,26,0,0,0,0,0,0
16,6,69.0,0.03945847,10,64.0,0.5089972,9,58.0,0.509341,7,38.0,0.3704294,24,33.0,0.1459931,28,66.0,0.4001518,14
10,5,99.0,0.4168461,25,84.0,0.1641302,2,15.0,0.5067497,4,47.0,0.1689998,10,37.0,0.1591833,17,0,0,0
24,5,48.0,0.4932501,9,28.0,0.4889352,19,98.0,0.1827423,30,76.0,0.1372912,29,24.0,0.1742937,26,0,0,0
9,4,102.0,0.4970663,3,14.0,0.1053419,28,97.0,0.1223286,10,36.0,0.1118276,15,0,0,0,0,0,0
40,6,45.0,0.3422773,19,69.0,0.2566807,27,79.0,0.4782631,25,90.0,0.1645626,21,58.0,0.3223174,9,28.0,0.4685248,23
5,2,91.0,0.501445,9,22.0,0.3813249,22,0,0,0,0,0,0,0,0,0,0,0,0
6,4,116.0,0.4887307,4,30.0,0.3896723,4,29.0,0.1246659,10,40.0,0.2163809,7,0,0,0,0,0,0
12,5,32.0,0.3594343,20,7.0,0.3782293,12,12.0,0.0274672,7,68.0,0.06869008,17,74.0,0.32602,1,0,0,0
4,3,54.0,0.1471055,3,73.0,0.2396785,22,115.0,0.3568479,10,0,0,0,0,0,0,0,0,0
0,1,44.0,0.03544147,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,4,59.0,0.330584,22,105.0,0.3141597,26,102.0,0.2983963,18,88.0,0.4766977,3,0,0,0,0,0,0
11,3,112.0,0.06137247,20,43.0,0.3187052,14,106.0,0.2144313,29,0,0,0,0,0,0,0,0,0
23,6,66.0,0.3728602,16,94.0,0.2513353,15,59.0,0.2550068,19,23.0,0.4280635,30,67.0,0.3039379,25,93.0,0.01183475,17
1,2,77.0,0.3962592,4,96.0,0.06216438,12,0,0,0,0,0,0,0,0,0,0,0,0
2,2,11.0,0.3249386,2,67.0,0.2560801,27,0,0,0,0,0,0,0,0,0,0,0,0
7,3,14.0,0.02061016,22,72.0,0.3354172,3,64.0,0.1925969,26,0,0,0,0,0,0,0,0,0
33,6,47.0,0.2315923,13,19.0,0.3440442,19,41.0,0.3854124,26,85.0,0.1052811,12,114.0,0.1599394,24,11.0,0.4738904,10
17,6,113.0,0.4156762,14,110.0,0.4852541,30,24.0,0.2488124,23,107.0,0.3827523,8,120.0,0.2921489,20,17.0,0.2175026,27
10,6,34.0,0.3381086,8,92.0,0.4366696,13,16.0,0.1895304,24,115.0,0.1356623,5,94.0,0.07898177,5,109.0,0.2154663,24
3,3,66.0,0.1216843,4,113.0,0.09273274,13,62.0,0.1924182,12,0,0,0,0,0,0,0,0,0
1,1,87.0,0.1705458,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,5,51.0,0.1691696,8,40.0,0.2084329,10,7.0,0.139874,26,59.0,0.2531802,23,65.0,0.07130094,3,0,0,0
13,6,49.0,0.3932539,21,115.0,0.0987062,9,97.0,0.07632096,6,100.0,0.399726,1,49.0,0.2593928,10,74.0,0.1723789,24
9,5,11.0,0.03461136,16,9.0,0.3595525,3,65.0,0.3647765,8,84.0,0.4337047,21,6.0,0.4513238,16,0,0,0
14,6,49.0,0.5069765,4,46.0,0.1235669,11,19.0,0.06379338,17,22.0,0.1815355,2,46.0,0.3192438,26,81.0,0.3529029,11
11,5,85.0,0.1322047,9,72.0,0.4733911,28,15.0,0.2452235,9,87.0,0.1332363,15,108.0,0.369835,13,0,0,0
9,3,74.0,0.04541816,12,40.0,0.3050219,16,116.0,0.2730812,14,0,0,0,0,0,0,0,0,0
1,1,45.0,0.4064783,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,112.0,0.08639981,19,56.0,0.03932352,2,0,0,0,0,0,0,0,0,0,0,0,0
6,5,110.0,0.1605139,4,26.0,0.1579604,4,41.0,0.2262814,16,107.0,0.4089333,10,46.0,0.1101722,5,0,0,0
0,1,71.0,0.04003526,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,69.0,0.02362157,4,118.0,0.3650697,10,0,0,0,0,0,0,0,0,0,0,0,0
0,1,79.0,0.2848109,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,5,32.0,0.01084293,29,96.0,0.246741,24,58.0,0.1991553,2,21.0,0.1785416,14,33.0,0.3371549,18,0,0,0
4,1,52.0,0.1430965,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,41.0,0.1030477,3,5.0,0.1819733,21,117.0,0.2981831,4,12.0,0.4652483,13,24.0,0.3774285,3,0,0,0
3,3,82.0,0.4600739,6,118.0,0.1401897,2,71.0,0.3821311,29,0,0,0,0,0,0,0,0,0
1,2,97.0,0.1058928,18,9.0,0.2289209,16,0,0,0,0,0,0,0,0,0,0,0,0
21,6,28.0,0.2045172,21,7.0,0.05608435,7,118.0,0.4687168,21,66.0,0.3143873,22,51.0,0.4125504,11,95.0,0.05427267,16
0,1,36.0,0.01874371,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,94.0,0.1662873,22,12.0,0.1385283,6,108.0,0.2685764,13,106.0,0.07878394,23,0,0,0,0,0,0
6,3,114.0,0.3542564,17,100.0,0.1375702,8,108.0,0.5078565,22,0,0,0,0,0,0,0,0,0
2,2,60.0,0.3785332,4,23.0,0.069672,12,0,0,0,0,0,0,0,0,0,0,0,0
14,6,119.0,0.07448836,2,83.0,0.03179164,17,76.0,0.3306119,30,80.0,0.086549,8,74.0,0.08406611,3,63.0,0.02912147,24
25,5,74.0,0.1409293,28,37.0,0.3962507,22,41.0,0.4300564,26,30.0,0.01756622,6,49.0,0.05020542,21,0,0,0
1,2,8.0,0.4149048,5,13.0,0.165927,12,0,0,0,0,0,0,0,0,0,0,0,0
16,2,55.0,0.2585326,25,34.0,0.3603183,23,0,0,0,0,0,0,0,0,0,0,0,0
9,5,85.0,0.3434626,19,9.0,0.2362229,14,72.0,0.3047241,13,10.0,0.2069937,11,24.0,0.4253044,6,0,0,0
9,3,30.0,0.5071464,13,82.0,0.4501562,28,43.0,0.3658801,27,0,0,0,0,0,0,0,0,0
9,2,26.0,0.1002014,15,13.0,0.3782298,15,0,0,0,0,0,0,0,0,0,0,0,0
19,6,19.0,0.3172213,24,88.0,0.4688968,17,68.0,0.3617104,23,113.0,0.3093534,15,11.0,0.4087344,5,53.0,0.4362698,14
3,3,13.0,0.02294464,4,118.0,0.09263422,16,75.0,0.1282713,26,0,0,0,0,0,0,0,0,0
16,5,29.0,0.1230831,16,101.0,0.09871937,5,30.0,0.1110221,20,77.0,0.09254219,8,37.0,0.442273,16,0,0,0
16,5,64.0,0.3164984,19,42.0,0.0113963,7,64.0,0.2436592,8,32.0,0.4896851,19,83.0,0.04156108,16,0,0,0
1,1,116.0,0.1060865,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,47.0,0.1894144,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,5,34.0,0.2406834,13,112.0,0.2202666,12,36.0,0.3413275,17,19.0,0.05646487,9,28.0,0.1682082,23,0,0,0
9,4,81.0,0.4461012,17,113.0,0.06760027,29,112.0,0.3701074,23,67.0,0.2584095,13,0,0,0,0,0,0
3,2,57.0,0.02818198,23,68.0,0.1080928,9,0,0,0,0,0,0,0,0,0,0,0,0
5,4,114.0,0.2547159,1,42.0,0.2694697,12,53.0,0.2282135,1,34.0,0.3555356,12,0,0,0,0,0,0
17,6,57.0,0.241897,20,11.0,0.1210532,18,64.0,0.4520859,2,106.0,0.3108162,18,83.0,0.257598,12,107.0,0.4174873,5
8,4,33.0,0.3343224,21,51.0,0.3462938,20,63.0,0.2522952,1,116.0,0.1135346,17,0,0,0,0,0,0
7,4,105.0,0.4496221,4,32.0,0.4612272,11,10.0,0.01208968,16,93.0,0.3707832,14,0,0,0,0,0,0
7,3,11.0,0.02408672,16,13.0,0.1374309,19,38.0,0.05121835,2,0,0,0,0,0,0,0,0,0
13,3,71.0,0.02385021,25,33.0,0.2691611,30,88.0,0.175268,16,0,0,0,0,0,0,0,0,0
10,5,105.0,0.09822597,20,76.0,0.4413269,6,18.0,0.1357217,13,22.0,0.0135615,6,104.0,0.3967074,15,0,0,0
2,2,57.0,0.329336,18,65.0,0.3834427,3,0,0,0,0,0,0,0,0,0,0,0,0
18,5,35.0,0.4999304,29,70.0,0.1144433,14,82.0,0.1402494,2,25.0,0.3826857,29,117.0,0.2570948,10,0,0,0
12,3,95.0,0.08131142,24,44.0,0.3241995,4,29.0,0.3883617,12,0,0,0,0,0,0,0,0,0
9,2,24.0,0.5043139,27,31.0,0.1732301,2,0,0,0,0,0,0,0,0,0,0,0,0
9,5,93.0,0.5002059,10,51.0,0.1256995,13,101.0,0.3273663,4,78.0,0.09320427,19,96.0,0.466721,4,0,0,0
11,3,35.0,0.2205683,29,73.0,0.09012099,8,86.0,0.3685491,29,0,0,0,0,0,0,0,0,0
10,3,30.0,0.4542656,19,60.0,0.3243678,7,28.0,0.4012437,13,0,0,0,0,0,0,0,0,0
13,5,58.0,0.4145346,6,6.0,0.1958258,8,23.0,0.1029334,10,98.0,0.183245,7,51.0,0.1401223,30,0,0,0
16,6,52.0,0.3420532,7,118.0,0.1038535,19,60.0,0.07657816,1,18.0,0.1496493,21,108.0,0.2602048,2,39.0,0.3786542,26
3,2,115.0,0.2721848,10,71.0,0.3218528,20,0,0,0,0,0,0,0,0,0,0,0,0
